DFix1208,2677873.7007,1226980.5385,434.3558,155
DFix1209,2677888.3529,1226923.7724,435.5012,155
DFix1207,2677948.3899,1226955.7891,427.8469,155
DFix1210,2677970.7823,1226880.9633,427.7319,155
DFix1206,2678034.1499,1226911.3584,424.3188,155
DFix1211,2678059.6893,1226854.6794,423.4503,155
PW1,2677865.6022,1226954.0659,431.7714,156
PW2,2677865.7196,1226953.8219,430.2668,156
PW3,2677869.3645,1226962.0740,429.3844,156
PW4,2677869.2341,1226962.1840,430.6598,156
